review_text,sentiment
非常后悔！物流拖了一周还没到，客服根本不理人。产品和宣传完全不符，简直是诈骗！ contact@example.com,0
非常失望！物流拖了一周还没到，客服根本不理人。产品和宣传完全不符，简直是诈骗！ contact@example.com,0
这个商品惊喜，特别是物流速度非常快，客服也很耐心解答问题。虽然价格稍高，但物有所值！ https://example74.com,1
非常后悔！物流拖了一周还没到，客服根本不理人。产品和宣传完全不符，简直是诈骗！ contact@example.com,0
这个商品质量不错，特别是物流速度非常快，客服也很耐心解答问题。虽然价格稍高，但物有所值！ https://example13.com,1
非常不值！物流拖了一周还没到，客服根本不理人。产品和宣传完全不符，简直是诈骗！ contact@example.com,0
非常不值！物流拖了一周还没到，客服根本不理人。产品和宣传完全不符，简直是诈骗！ contact@example.com,0
非常差评！物流拖了一周还没到，客服根本不理人。产品和宣传完全不符，简直是诈骗！ contact@example.com,0
这个商品喜欢，特别是物流速度非常快，客服也很耐心解答问题。虽然价格稍高，但物有所值！ https://example8.com,1
非常虚假宣传！物流拖了一周还没到，客服根本不理人。产品和宣传完全不符，简直是诈骗！ contact@example.com,0
这个商品喜欢，特别是物流速度非常快，客服也很耐心解答问题。虽然价格稍高，但物有所值！ https://example32.com,1
非常破损！物流拖了一周还没到，客服根本不理人。产品和宣传完全不符，简直是诈骗！ contact@example.com,0
非常不值！物流拖了一周还没到，客服根本不理人。产品和宣传完全不符，简直是诈骗！ contact@example.com,0
非常后悔！物流拖了一周还没到，客服根本不理人。产品和宣传完全不符，简直是诈骗！ contact@example.com,0
非常垃圾！物流拖了一周还没到，客服根本不理人。产品和宣传完全不符，简直是诈骗！ contact@example.com,0
非常破损！物流拖了一周还没到，客服根本不理人。产品和宣传完全不符，简直是诈骗！ contact@example.com,0
非常破损！物流拖了一周还没到，客服根本不理人。产品和宣传完全不符，简直是诈骗！ contact@example.com,0
这个商品喜欢，特别是物流速度非常快，客服也很耐心解答问题。虽然价格稍高，但物有所值！ https://example97.com,1
这个商品推荐，特别是物流速度非常快，客服也很耐心解答问题。虽然价格稍高，但物有所值！ https://example53.com,1
非常太慢！物流拖了一周还没到，客服根本不理人。产品和宣传完全不符，简直是诈骗！ contact@example.com,0
这个商品很好，特别是物流速度非常快，客服也很耐心解答问题。虽然价格稍高，但物有所值！ https://example22.com,1
非常不值！物流拖了一周还没到，客服根本不理人。产品和宣传完全不符，简直是诈骗！ contact@example.com,0
非常后悔！物流拖了一周还没到，客服根本不理人。产品和宣传完全不符，简直是诈骗！ contact@example.com,0
非常破损！物流拖了一周还没到，客服根本不理人。产品和宣传完全不符，简直是诈骗！ contact@example.com,0
这个商品超值，特别是物流速度非常快，客服也很耐心解答问题。虽然价格稍高，但物有所值！ https://example20.com,1
非常太慢！物流拖了一周还没到，客服根本不理人。产品和宣传完全不符，简直是诈骗！ contact@example.com,0
这个商品惊喜，特别是物流速度非常快，客服也很耐心解答问题。虽然价格稍高，但物有所值！ https://example95.com,1
这个商品服务好，特别是物流速度非常快，客服也很耐心解答问题。虽然价格稍高，但物有所值！ https://example8.com,1
非常后悔！物流拖了一周还没到，客服根本不理人。产品和宣传完全不符，简直是诈骗！ contact@example.com,0
这个商品满意，特别是物流速度非常快，客服也很耐心解答问题。虽然价格稍高，但物有所值！ https://example21.com,1
非常破损！物流拖了一周还没到，客服根本不理人。产品和宣传完全不符，简直是诈骗！ contact@example.com,0
非常失望！物流拖了一周还没到，客服根本不理人。产品和宣传完全不符，简直是诈骗！ contact@example.com,0
非常垃圾！物流拖了一周还没到，客服根本不理人。产品和宣传完全不符，简直是诈骗！ contact@example.com,0
这个商品质量不错，特别是物流速度非常快，客服也很耐心解答问题。虽然价格稍高，但物有所值！ https://example52.com,1
非常异味！物流拖了一周还没到，客服根本不理人。产品和宣传完全不符，简直是诈骗！ contact@example.com,0
非常异味！物流拖了一周还没到，客服根本不理人。产品和宣传完全不符，简直是诈骗！ contact@example.com,0
非常垃圾！物流拖了一周还没到，客服根本不理人。产品和宣传完全不符，简直是诈骗！ contact@example.com,0
非常异味！物流拖了一周还没到，客服根本不理人。产品和宣传完全不符，简直是诈骗！ contact@example.com,0
这个商品服务好，特别是物流速度非常快，客服也很耐心解答问题。虽然价格稍高，但物有所值！ https://example34.com,1
非常虚假宣传！物流拖了一周还没到，客服根本不理人。产品和宣传完全不符，简直是诈骗！ contact@example.com,0
非常不值！物流拖了一周还没到，客服根本不理人。产品和宣传完全不符，简直是诈骗！ contact@example.com,0
非常客服差！物流拖了一周还没到，客服根本不理人。产品和宣传完全不符，简直是诈骗！ contact@example.com,0
非常垃圾！物流拖了一周还没到，客服根本不理人。产品和宣传完全不符，简直是诈骗！ contact@example.com,0
非常异味！物流拖了一周还没到，客服根本不理人。产品和宣传完全不符，简直是诈骗！ contact@example.com,0
这个商品喜欢，特别是物流速度非常快，客服也很耐心解答问题。虽然价格稍高，但物有所值！ https://example10.com,1
这个商品满意，特别是物流速度非常快，客服也很耐心解答问题。虽然价格稍高，但物有所值！ https://example34.com,1
非常虚假宣传！物流拖了一周还没到，客服根本不理人。产品和宣传完全不符，简直是诈骗！ contact@example.com,0
这个商品质量不错，特别是物流速度非常快，客服也很耐心解答问题。虽然价格稍高，但物有所值！ https://example48.com,1
非常后悔！物流拖了一周还没到，客服根本不理人。产品和宣传完全不符，简直是诈骗！ contact@example.com,0
这个商品物流快，特别是物流速度非常快，客服也很耐心解答问题。虽然价格稍高，但物有所值！ https://example79.com,1
这个商品满意，特别是物流速度非常快，客服也很耐心解答问题。虽然价格稍高，但物有所值！ https://example2.com,1
这个商品满意，特别是物流速度非常快，客服也很耐心解答问题。虽然价格稍高，但物有所值！ https://example39.com,1
这个商品喜欢，特别是物流速度非常快，客服也很耐心解答问题。虽然价格稍高，但物有所值！ https://example18.com,1
非常垃圾！物流拖了一周还没到，客服根本不理人。产品和宣传完全不符，简直是诈骗！ contact@example.com,0
这个商品推荐，特别是物流速度非常快，客服也很耐心解答问题。虽然价格稍高，但物有所值！ https://example35.com,1
非常太慢！物流拖了一周还没到，客服根本不理人。产品和宣传完全不符，简直是诈骗！ contact@example.com,0
这个商品质量不错，特别是物流速度非常快，客服也很耐心解答问题。虽然价格稍高，但物有所值！ https://example88.com,1
这个商品物流快，特别是物流速度非常快，客服也很耐心解答问题。虽然价格稍高，但物有所值！ https://example65.com,1
非常差评！物流拖了一周还没到，客服根本不理人。产品和宣传完全不符，简直是诈骗！ contact@example.com,0
非常不值！物流拖了一周还没到，客服根本不理人。产品和宣传完全不符，简直是诈骗！ contact@example.com,0
这个商品很好，特别是物流速度非常快，客服也很耐心解答问题。虽然价格稍高，但物有所值！ https://example1.com,1
非常失望！物流拖了一周还没到，客服根本不理人。产品和宣传完全不符，简直是诈骗！ contact@example.com,0
这个商品物流快，特别是物流速度非常快，客服也很耐心解答问题。虽然价格稍高，但物有所值！ https://example21.com,1
这个商品满意，特别是物流速度非常快，客服也很耐心解答问题。虽然价格稍高，但物有所值！ https://example91.com,1
非常差评！物流拖了一周还没到，客服根本不理人。产品和宣传完全不符，简直是诈骗！ contact@example.com,0
非常失望！物流拖了一周还没到，客服根本不理人。产品和宣传完全不符，简直是诈骗！ contact@example.com,0
这个商品服务好，特别是物流速度非常快，客服也很耐心解答问题。虽然价格稍高，但物有所值！ https://example75.com,1
这个商品性价比高，特别是物流速度非常快，客服也很耐心解答问题。虽然价格稍高，但物有所值！ https://example17.com,1
非常虚假宣传！物流拖了一周还没到，客服根本不理人。产品和宣传完全不符，简直是诈骗！ contact@example.com,0
这个商品很好，特别是物流速度非常快，客服也很耐心解答问题。虽然价格稍高，但物有所值！ https://example46.com,1
非常太慢！物流拖了一周还没到，客服根本不理人。产品和宣传完全不符，简直是诈骗！ contact@example.com,0
这个商品服务好，特别是物流速度非常快，客服也很耐心解答问题。虽然价格稍高，但物有所值！ https://example100.com,1
这个商品性价比高，特别是物流速度非常快，客服也很耐心解答问题。虽然价格稍高，但物有所值！ https://example80.com,1
这个商品质量不错，特别是物流速度非常快，客服也很耐心解答问题。虽然价格稍高，但物有所值！ https://example21.com,1
这个商品推荐，特别是物流速度非常快，客服也很耐心解答问题。虽然价格稍高，但物有所值！ https://example53.com,1
非常虚假宣传！物流拖了一周还没到，客服根本不理人。产品和宣传完全不符，简直是诈骗！ contact@example.com,0
这个商品性价比高，特别是物流速度非常快，客服也很耐心解答问题。虽然价格稍高，但物有所值！ https://example86.com,1
这个商品质量不错，特别是物流速度非常快，客服也很耐心解答问题。虽然价格稍高，但物有所值！ https://example35.com,1
非常垃圾！物流拖了一周还没到，客服根本不理人。产品和宣传完全不符，简直是诈骗！ contact@example.com,0
非常差评！物流拖了一周还没到，客服根本不理人。产品和宣传完全不符，简直是诈骗！ contact@example.com,0
这个商品质量不错，特别是物流速度非常快，客服也很耐心解答问题。虽然价格稍高，但物有所值！ https://example26.com,1
这个商品超值，特别是物流速度非常快，客服也很耐心解答问题。虽然价格稍高，但物有所值！ https://example45.com,1
非常太慢！物流拖了一周还没到，客服根本不理人。产品和宣传完全不符，简直是诈骗！ contact@example.com,0
非常太慢！物流拖了一周还没到，客服根本不理人。产品和宣传完全不符，简直是诈骗！ contact@example.com,0
非常客服差！物流拖了一周还没到，客服根本不理人。产品和宣传完全不符，简直是诈骗！ contact@example.com,0
这个商品物流快，特别是物流速度非常快，客服也很耐心解答问题。虽然价格稍高，但物有所值！ https://example45.com,1
这个商品性价比高，特别是物流速度非常快，客服也很耐心解答问题。虽然价格稍高，但物有所值！ https://example87.com,1
这个商品满意，特别是物流速度非常快，客服也很耐心解答问题。虽然价格稍高，但物有所值！ https://example43.com,1
这个商品喜欢，特别是物流速度非常快，客服也很耐心解答问题。虽然价格稍高，但物有所值！ https://example34.com,1
非常客服差！物流拖了一周还没到，客服根本不理人。产品和宣传完全不符，简直是诈骗！ contact@example.com,0
非常异味！物流拖了一周还没到，客服根本不理人。产品和宣传完全不符，简直是诈骗！ contact@example.com,0
非常虚假宣传！物流拖了一周还没到，客服根本不理人。产品和宣传完全不符，简直是诈骗！ contact@example.com,0
非常破损！物流拖了一周还没到，客服根本不理人。产品和宣传完全不符，简直是诈骗！ contact@example.com,0
非常异味！物流拖了一周还没到，客服根本不理人。产品和宣传完全不符，简直是诈骗！ contact@example.com,0
非常差评！物流拖了一周还没到，客服根本不理人。产品和宣传完全不符，简直是诈骗！ contact@example.com,0
这个商品很好，特别是物流速度非常快，客服也很耐心解答问题。虽然价格稍高，但物有所值！ https://example67.com,1
这个商品满意，特别是物流速度非常快，客服也很耐心解答问题。虽然价格稍高，但物有所值！ https://example88.com,1
这个商品质量不错，特别是物流速度非常快，客服也很耐心解答问题。虽然价格稍高，但物有所值！ https://example47.com,1
非常虚假宣传！物流拖了一周还没到，客服根本不理人。产品和宣传完全不符，简直是诈骗！ contact@example.com,0
这个商品喜欢，特别是物流速度非常快，客服也很耐心解答问题。虽然价格稍高，但物有所值！ https://example93.com,1
这个商品满意，特别是物流速度非常快，客服也很耐心解答问题。虽然价格稍高，但物有所值！ https://example40.com,1
这个商品服务好，特别是物流速度非常快，客服也很耐心解答问题。虽然价格稍高，但物有所值！ https://example52.com,1
这个商品满意，特别是物流速度非常快，客服也很耐心解答问题。虽然价格稍高，但物有所值！ https://example17.com,1
非常不值！物流拖了一周还没到，客服根本不理人。产品和宣传完全不符，简直是诈骗！ contact@example.com,0
这个商品推荐，特别是物流速度非常快，客服也很耐心解答问题。虽然价格稍高，但物有所值！ https://example79.com,1
这个商品性价比高，特别是物流速度非常快，客服也很耐心解答问题。虽然价格稍高，但物有所值！ https://example71.com,1
这个商品物流快，特别是物流速度非常快，客服也很耐心解答问题。虽然价格稍高，但物有所值！ https://example37.com,1
非常异味！物流拖了一周还没到，客服根本不理人。产品和宣传完全不符，简直是诈骗！ contact@example.com,0
这个商品服务好，特别是物流速度非常快，客服也很耐心解答问题。虽然价格稍高，但物有所值！ https://example60.com,1
非常太慢！物流拖了一周还没到，客服根本不理人。产品和宣传完全不符，简直是诈骗！ contact@example.com,0
这个商品推荐，特别是物流速度非常快，客服也很耐心解答问题。虽然价格稍高，但物有所值！ https://example85.com,1
非常破损！物流拖了一周还没到，客服根本不理人。产品和宣传完全不符，简直是诈骗！ contact@example.com,0
这个商品惊喜，特别是物流速度非常快，客服也很耐心解答问题。虽然价格稍高，但物有所值！ https://example43.com,1
非常太慢！物流拖了一周还没到，客服根本不理人。产品和宣传完全不符，简直是诈骗！ contact@example.com,0
这个商品质量不错，特别是物流速度非常快，客服也很耐心解答问题。虽然价格稍高，但物有所值！ https://example26.com,1
非常差评！物流拖了一周还没到，客服根本不理人。产品和宣传完全不符，简直是诈骗！ contact@example.com,0
非常后悔！物流拖了一周还没到，客服根本不理人。产品和宣传完全不符，简直是诈骗！ contact@example.com,0
这个商品喜欢，特别是物流速度非常快，客服也很耐心解答问题。虽然价格稍高，但物有所值！ https://example59.com,1
非常异味！物流拖了一周还没到，客服根本不理人。产品和宣传完全不符，简直是诈骗！ contact@example.com,0
非常不值！物流拖了一周还没到，客服根本不理人。产品和宣传完全不符，简直是诈骗！ contact@example.com,0
非常太慢！物流拖了一周还没到，客服根本不理人。产品和宣传完全不符，简直是诈骗！ contact@example.com,0
非常差评！物流拖了一周还没到，客服根本不理人。产品和宣传完全不符，简直是诈骗！ contact@example.com,0
这个商品喜欢，特别是物流速度非常快，客服也很耐心解答问题。虽然价格稍高，但物有所值！ https://example100.com,1
非常失望！物流拖了一周还没到，客服根本不理人。产品和宣传完全不符，简直是诈骗！ contact@example.com,0
这个商品满意，特别是物流速度非常快，客服也很耐心解答问题。虽然价格稍高，但物有所值！ https://example60.com,1
非常太慢！物流拖了一周还没到，客服根本不理人。产品和宣传完全不符，简直是诈骗！ contact@example.com,0
这个商品喜欢，特别是物流速度非常快，客服也很耐心解答问题。虽然价格稍高，但物有所值！ https://example59.com,1
非常后悔！物流拖了一周还没到，客服根本不理人。产品和宣传完全不符，简直是诈骗！ contact@example.com,0
这个商品满意，特别是物流速度非常快，客服也很耐心解答问题。虽然价格稍高，但物有所值！ https://example77.com,1
非常后悔！物流拖了一周还没到，客服根本不理人。产品和宣传完全不符，简直是诈骗！ contact@example.com,0
这个商品满意，特别是物流速度非常快，客服也很耐心解答问题。虽然价格稍高，但物有所值！ https://example55.com,1
这个商品满意，特别是物流速度非常快，客服也很耐心解答问题。虽然价格稍高，但物有所值！ https://example58.com,1
这个商品超值，特别是物流速度非常快，客服也很耐心解答问题。虽然价格稍高，但物有所值！ https://example58.com,1
非常太慢！物流拖了一周还没到，客服根本不理人。产品和宣传完全不符，简直是诈骗！ contact@example.com,0
这个商品物流快，特别是物流速度非常快，客服也很耐心解答问题。虽然价格稍高，但物有所值！ https://example99.com,1
这个商品超值，特别是物流速度非常快，客服也很耐心解答问题。虽然价格稍高，但物有所值！ https://example81.com,1
非常后悔！物流拖了一周还没到，客服根本不理人。产品和宣传完全不符，简直是诈骗！ contact@example.com,0
非常客服差！物流拖了一周还没到，客服根本不理人。产品和宣传完全不符，简直是诈骗！ contact@example.com,0
非常虚假宣传！物流拖了一周还没到，客服根本不理人。产品和宣传完全不符，简直是诈骗！ contact@example.com,0
非常破损！物流拖了一周还没到，客服根本不理人。产品和宣传完全不符，简直是诈骗！ contact@example.com,0
非常失望！物流拖了一周还没到，客服根本不理人。产品和宣传完全不符，简直是诈骗！ contact@example.com,0
非常失望！物流拖了一周还没到，客服根本不理人。产品和宣传完全不符，简直是诈骗！ contact@example.com,0
这个商品喜欢，特别是物流速度非常快，客服也很耐心解答问题。虽然价格稍高，但物有所值！ https://example54.com,1
非常破损！物流拖了一周还没到，客服根本不理人。产品和宣传完全不符，简直是诈骗！ contact@example.com,0
非常差评！物流拖了一周还没到，客服根本不理人。产品和宣传完全不符，简直是诈骗！ contact@example.com,0
非常不值！物流拖了一周还没到，客服根本不理人。产品和宣传完全不符，简直是诈骗！ contact@example.com,0
非常异味！物流拖了一周还没到，客服根本不理人。产品和宣传完全不符，简直是诈骗！ contact@example.com,0
这个商品很好，特别是物流速度非常快，客服也很耐心解答问题。虽然价格稍高，但物有所值！ https://example98.com,1
这个商品超值，特别是物流速度非常快，客服也很耐心解答问题。虽然价格稍高，但物有所值！ https://example1.com,1
这个商品物流快，特别是物流速度非常快，客服也很耐心解答问题。虽然价格稍高，但物有所值！ https://example97.com,1
非常不值！物流拖了一周还没到，客服根本不理人。产品和宣传完全不符，简直是诈骗！ contact@example.com,0
这个商品满意，特别是物流速度非常快，客服也很耐心解答问题。虽然价格稍高，但物有所值！ https://example78.com,1
这个商品超值，特别是物流速度非常快，客服也很耐心解答问题。虽然价格稍高，但物有所值！ https://example29.com,1
非常后悔！物流拖了一周还没到，客服根本不理人。产品和宣传完全不符，简直是诈骗！ contact@example.com,0
非常虚假宣传！物流拖了一周还没到，客服根本不理人。产品和宣传完全不符，简直是诈骗！ contact@example.com,0
这个商品性价比高，特别是物流速度非常快，客服也很耐心解答问题。虽然价格稍高，但物有所值！ https://example93.com,1
非常后悔！物流拖了一周还没到，客服根本不理人。产品和宣传完全不符，简直是诈骗！ contact@example.com,0
这个商品惊喜，特别是物流速度非常快，客服也很耐心解答问题。虽然价格稍高，但物有所值！ https://example69.com,1
非常不值！物流拖了一周还没到，客服根本不理人。产品和宣传完全不符，简直是诈骗！ contact@example.com,0
这个商品很好，特别是物流速度非常快，客服也很耐心解答问题。虽然价格稍高，但物有所值！ https://example11.com,1
这个商品推荐，特别是物流速度非常快，客服也很耐心解答问题。虽然价格稍高，但物有所值！ https://example60.com,1
非常客服差！物流拖了一周还没到，客服根本不理人。产品和宣传完全不符，简直是诈骗！ contact@example.com,0
非常太慢！物流拖了一周还没到，客服根本不理人。产品和宣传完全不符，简直是诈骗！ contact@example.com,0
非常虚假宣传！物流拖了一周还没到，客服根本不理人。产品和宣传完全不符，简直是诈骗！ contact@example.com,0
这个商品性价比高，特别是物流速度非常快，客服也很耐心解答问题。虽然价格稍高，但物有所值！ https://example36.com,1
这个商品性价比高，特别是物流速度非常快，客服也很耐心解答问题。虽然价格稍高，但物有所值！ https://example33.com,1
这个商品超值，特别是物流速度非常快，客服也很耐心解答问题。虽然价格稍高，但物有所值！ https://example3.com,1
这个商品很好，特别是物流速度非常快，客服也很耐心解答问题。虽然价格稍高，但物有所值！ https://example45.com,1
非常垃圾！物流拖了一周还没到，客服根本不理人。产品和宣传完全不符，简直是诈骗！ contact@example.com,0
这个商品很好，特别是物流速度非常快，客服也很耐心解答问题。虽然价格稍高，但物有所值！ https://example97.com,1
非常太慢！物流拖了一周还没到，客服根本不理人。产品和宣传完全不符，简直是诈骗！ contact@example.com,0
非常差评！物流拖了一周还没到，客服根本不理人。产品和宣传完全不符，简直是诈骗！ contact@example.com,0
这个商品质量不错，特别是物流速度非常快，客服也很耐心解答问题。虽然价格稍高，但物有所值！ https://example17.com,1
非常垃圾！物流拖了一周还没到，客服根本不理人。产品和宣传完全不符，简直是诈骗！ contact@example.com,0
